Gene_Name	Alias	Number_of_reads	Normalized_expression	Median	PolyA_class	25%_percentile	75%_percentile	MAX_polyA	MIN_polyA	RANGE_polyA	Mean	Geometric_mean	Standard_deviation	Fop	Codon_class
C27D6.4	crh-2	1442	2.901398412	95	long	66	126	231	6	225	97.45839112	86.27444601	43.57049864	0.422183801	moderate
F11H8.3	col-8	16	-3.592457037	49.5	short	43	74.5	125	16	109	57.875	51.96214506	26.53270388	0.649819495	moderate
R06A10.1	WP:CE44734	42	-2.200139614	63	short	37.5	94.5	212	15	197	68.88095238	58.04737715	40.01202342	0.385057471	poor
T13C5.6	WP:CE30454	114	-0.759567023	73	medium	48	93	164	14	150	72.97368421	65.19482923	32.03765891	0.414772727	moderate
R06A10.4	WP:CE12518	47	-2.037868186	108	long	86.5	127	186	20	166	105.7021277	97.19464117	37.29064391	0.386666667	poor
R06A10.5	WP:CE45326	45	-2.100603941	66	short	52	107	231	32	199	82.64444444	72.88493489	45.73408919	0.336309524	poor
T22B7.4	WP:CE13946	126	-0.615177114	89	medium	54.5	126.5	231	10	221	93.15079365	75.55408585	52.93513063	0.325670498	poor
R107.4	ikke-1	275	0.510830771	103	long	74	133	231	10	221	100.6981818	88.24549563	42.59679668	0.338144374	poor
F47D12.1	gar-2	189	-0.030214613	57	short	32	93.5	231	12	219	67.28042328	53.97083252	45.00524	0.302015839	poor
R107.6	cls-2	853	2.143944894	102	long	75	120	231	8	223	96.85345838	87.1068678	36.28922961	0.436834334	moderate
F47D12.3	WP:CE01947	76	-1.344529524	81.5	medium	41.5	127.5	231	11	220	89.61842105	71.48521814	54.77152716	0.390977444	poor
F47D12.4	hmg-1.2	2871	3.894880578	89	medium	63	115	231	11	220	90.96900035	82.49644763	37.73910993	0.382044906	poor
F47D12.5	gadr-3	15	-3.685566442	111	long	72.5	139.5	231	49	182	111.3333333	101.5465144	48.54642681	0.269175109	poor
F47D12.6	WP:CE01950	1200	2.636361653	80	medium	52	112	231	10	221	82.76	72.99706984	38.617061	0.463917526	moderate
F47D12.7	WP:CE01951	47	-2.037868186	73	medium	58.5	93.5	231	9	222	81.85106383	73.34835644	39.66936689	0.362318841	poor
F47D12.9	WP:CE32425	1125	2.543252249	88	medium	58	116	230	6	224	88.83377778	78.61434993	39.9666296	0.38534089	poor
C25F6.8	WP:CE38787	48	-2.007494537	70.5	medium	46.5	103	231	10	221	82.89583333	67.9790305	53.29291681	0.362637363	poor
R107.8	lin-12	58	-1.734476042	118	long	92.5	139	231	13	218	118.6034483	111.2595366	37.38612118	0.337671728	poor
Y48E1B.11	fbxc-23	22	-3.133025419	76.5	medium	43	113.5	190	19	171	80.54545455	66.48893857	46.26576122	0.315789474	poor
D2089.2	2-Mar	11	-4.133025419	115	long	96.5	145.5	229	37	192	121.4545455	111.5907095	46.91455218	0.395721925	poor
Y48E1B.12	csc-1	582	1.592418306	68.5	short	44	102.5	231	11	220	75.51546392	65.64023424	38.6048659	0.528688525	moderate
Y48E1B.14	snx-14	610	1.660208395	88	medium	65.5	114	231	14	217	90.01803279	82.40343763	35.57441523	0.462216342	moderate
D2089.3	WP:CE00938	87	-1.149513541	74	medium	44	103.5	231	17	214	78.8045977	68.02643576	40.64306054	0.437262357	moderate
F38H4.10	WP:CE32887	403	1.062178991	83	medium	48	120	231	8	223	88.2133995	74.71576025	47.3052924	0.4	poor
T11G6.8	WP:CE33830	2109	3.449886343	73	medium	48	103	231	7	224	77.87055477	68.67189682	37.75747808	0.419949495	moderate
C36E6.2	WP:CE34268	237	0.296286212	75	medium	50	115.5	231	13	218	86.69198312	73.72727733	48.47473198	0.33632287	poor
D2089.1	rsp-7	482	1.320432299	72	medium	45	110.5	231	10	221	81.28838174	69.55419111	44.88835655	0.473746134	moderate
C33D12.1	ceh-31	15	-3.685566442	146	long	69.5	175.5	231	52	179	129.6666667	114.7920586	58.57948067	0.389558233	poor
T13C5.9	WP:CE45142	59	-1.709813988	92	medium	68.5	114	231	29	202	99.45762712	89.05387835	47.2491851	0.317204301	poor
Y51A2D.10	ttr-25	1245	2.68947299	76	medium	53	103	223	6	217	78.87148594	70.82336146	34.5936763	0.465520267	moderate
T13C5.8	mtp-18	282	0.547094315	61.5	short	44	86	184	12	172	66.52836879	59.98624697	29.48351343	0.453416149	moderate
Y51A2D.11	ttr-26	2124	3.460111014	83	medium	53	113	231	7	224	87.51836158	74.66477126	46.45267869	0.468085106	moderate
D2089.4	ptb-1	72	-1.422532036	107.5	long	68	146	216	18	198	109.1944444	94.84212935	51.99803385	0.448027597	moderate
R07B7.4	WP:CE42867	40	-2.270528942	89	medium	56	112.5	197	23	174	90.8	79.09082827	44.09829929	0.300172046	poor
Y57G11C.50	oig-5	47	-2.037868186	76	medium	40	112.5	231	21	210	81.91489362	68.55095602	48.88885779	0.41875	moderate
Y57G11C.51	WP:CE38455	108	-0.837569535	93.5	medium	59	137	231	15	216	101.3796296	86.01108131	55.43175945	0.423076923	moderate
Y57G11C.52	WP:CE39868	31	-2.638260727	71	medium	59	83	147	32	115	72.25806452	68.84731998	22.77232013	0.296703297	poor
B0361.9	WP:CE00838	841	2.123504953	100	long	67	123	231	6	225	96.28775268	85.4660606	40.49688944	0.535135135	moderate
B0361.8	WP:CE26792	1052	2.446461952	78	medium	55	100	213	15	198	79.5	72.63392109	32.41908617	0.336302895	poor
C51E3.9	WP:CE31334	944	2.290186012	79	medium	54.5	100	230	6	224	79.72033898	71.72240716	34.08190797	0.433978987	moderate
Y67D2.3	WP:CE27308	1683	3.124362424	70	short	50	91	231	12	219	73.53951277	67.06765069	31.76866136	0.434210526	moderate
Y67D2.2	WP:CE39059	83	-1.217417606	82	medium	57.5	110	221	26	195	87.59036145	79.1512836	38.56586797	0.336244541	poor
Y67D2.1	rep-1	145	-0.412547947	100	long	78	132.5	230	24	206	103.9448276	95.44780683	40.34588033	0.3926259	poor
C51E3.7	egl-3	1439	2.898393839	56	short	36	81.5	231	5	226	62.15566366	54.60403946	32.7295988	0.542567606	moderate
Y67D2.7	WP:CE39062	579	1.584962501	67	short	40	100.5	231	7	224	75.10362694	63.32903571	43.16393985	0.372013652	poor
Y67D2.6	WP:CE27311	158	-0.288676289	79	medium	59	110.5	195	13	182	84.58227848	74.87893731	38.30378492	0.414772727	moderate
Y67D2.5	WP:CE39061	109	-0.824272712	65	short	39.5	92	221	13	208	71.78899083	59.82895697	42.59798707	0.352331606	poor
Y67D2.4	WP:CE42201	94	-1.037868186	90.5	medium	59	114.5	230	23	207	89.76595745	80.53768153	40.35808483	0.308560924	poor
R13D11.8	nhr-270	37	-2.383003672	121	long	74	153	230	36	194	114.8378378	104.3026816	46.69887059	0.385416667	poor
F41D9.5	sulp-3	46	-2.068895081	105	long	82.5	143	231	17	214	111.7826087	101.5204479	44.64834241	0.336884154	poor
Y57G11C.1130	WP:CE43922	41	-2.234905033	71	medium	57.5	100.5	231	11	220	84.53658537	72.45361892	49.11514473	0.365079365	poor
T02D1.6	npr-26	11	-4.133025419	101	long	35.5	112.5	133	14	119	81.18181818	62.31637689	44.04918363	0.384439359	poor
R07B7.2	WP:CE45164	178	-0.116723606	82	medium	51	113	231	27	204	87.15730337	77.08496156	43.09889304	0.355557723	poor
R13D11.4	WP:CE45862	202	0.065754445	74.5	medium	46.5	105	231	6	225	79.02475248	67.73264353	40.85890212	0.428571429	moderate
F10A3.17	WP:CE41379	429	1.1523768	79	medium	49.5	108	231	10	221	80.98135198	69.69936697	40.66916528	0.334661355	poor
Y51H1A.3	WP:CE20284	1971	3.352255024	73	medium	52	91	230	7	223	72.97970573	67.00079254	28.27358898	0.529456522	moderate
Y51H1A.2	WP:CE41282	189	-0.030214613	104	long	78.5	128	230	14	216	107.005291	99.00925283	38.98914479	0.424770086	moderate
Y51H1A.5	hda-10	107	-0.850990051	105	long	77	134.5	231	23	208	105.4579439	96.19032375	41.57692575	0.388446215	poor
Y51H1A.4	ing-3	401	1.055001389	91	medium	56.5	131	231	10	221	96.41645885	81.15936182	50.58474658	0.406852248	moderate
Y51H1A.6	mcd-1	86	-1.166192283	91	medium	55	119	177	21	156	88.80232558	78.66277004	39.51444239	0.446411807	moderate
ZK632.13	lin-52	209	0.114902095	50	short	31.5	86.5	231	11	220	65.51674641	51.30217741	48.99732399	0.40346908	moderate
ZK1321.2	shk-1	86	-1.166192283	108.5	long	79	139	231	29	202	107.4418605	98.49372753	41.80119189	0.297966786	poor
ZK1321.3	aqp-10	1337	2.792326713	64	short	39	91	231	8	223	72.49364248	61.97854281	42.53637799	0.474452555	moderate
ZK1321.4	WP:CE44527	1716	3.1523768	95	long	66	124	231	11	220	96.78729604	86.6044078	42.17383663	0.500588067	moderate
ZK632.14	WP:CE35163	137	-0.494424954	59	short	32.5	93	231	9	222	69.05109489	56.6580567	43.90422908	0.333333333	poor
F28C6.10	WP:CE09747	24	-3.007494537	43	short	33	55	143	24	119	49.29166667	44.91504448	24.93237381	0.4	poor
Y105C5B.29	hlh-32	18	-3.422532036	83.5	medium	55	121	231	23	208	90.77777778	77.18285064	50.81617804	0.356435644	poor
Y105C5B.28	gln-3	7871	5.349874187	103	long	80	124	231	5	226	102.7941812	95.53731714	35.97853044	0.731322439	good
Y105C5B.21	jac-1	104	-0.892017319	107.5	long	80.5	130.5	224	16	208	105.5673077	95.67275171	40.92976264	0.412960621	moderate
H23N18.6	WP:CE38840	57	-1.759567023	78	medium	58	99.5	213	25	188	79.57894737	71.61341519	35.0938328	0.324561404	poor
D2013.9	ttll-12	706	1.871067336	76	medium	55	97	231	11	220	78.17280453	71.75990866	31.10921358	0.41362916	moderate
D2013.8	scp-1	143	-0.4325857	91	medium	63.5	127	231	8	223	98.38461538	85.94965066	47.00214592	0.310144928	poor
Y39A1A.18	WP:CE43924	22	-3.133025419	66.5	short	56	93	148	34	114	77.36363636	72.16330586	29.77421925	0.370833333	poor
Y39A1A.19	fmo-3	229	0.246746751	85	medium	58	113	231	15	216	90.98689956	78.15309267	48.03769266	0.329192547	poor
D2013.3	WP:CE17620	16	-3.592457037	75.5	medium	58	97	157	34	123	80.0625	74.91657153	29.21572511	0.250737463	poor
D2013.2	wdfy-2	524	1.440965964	85	medium	55	115	231	6	225	87.29770992	76.62875212	40.90282557	0.444730077	moderate
D2013.1	rab-39	708	1.875148513	98	long	61.5	138	231	9	222	101.0903955	86.63996088	50.62739448	0.347031963	poor
D2013.7	eif-3.F	1682	3.123504953	74.5	medium	51	96	231	8	223	75.83055886	68.58715221	32.67354387	0.5	moderate
D2013.6	WP:CE00931	854	2.145635222	96	long	68	124.5	231	10	221	97.18384075	87.68432305	40.05055554	0.448888889	moderate
D2013.5	eat-3	795	2.042354013	91	medium	70	118	231	9	222	95.55345912	88.02334249	36.82295698	0.328244275	poor
Y39A1A.13	orc-4	201	0.058594654	88	medium	60	112	231	12	219	88.47761194	81.03733296	35.0507911	0.366047745	poor
C12D5.10	WP:CE35229	10	-4.270528942	65	short	37	77	115	23	92	63.7	55.6065336	31.4262629	0.319767442	poor
F45H10.3	WP:CE10546	2643	3.775503672	61	short	42	82	231	5	226	64.89708664	58.3809156	29.83134588	0.573170732	moderate
F13H10.1	WP:CE05622	36	-2.422532036	92.5	medium	58.5	114.5	221	14	207	91.47222222	79.48418654	43.17437905	0.261261261	poor
C54C8.4	WP:CE08967	53	-1.864536583	100	long	78.5	140	231	39	192	108.6792453	100.8122331	41.18287498	0.347368421	poor
W03G9.8	WP:CE42695	318	0.720425918	86	medium	52	114.5	231	10	221	85.96226415	74.09250101	42.1010893	0.369230769	poor
C25A6.1	WP:CE38785	35	-2.46317402	102	long	76	134	195	16	179	104.5428571	93.18750379	40.82880136	0.468965517	moderate
ZC190.1	cln-3.3	297	0.621862084	89	medium	59	137	231	17	214	101.7407407	85.79631957	56.13886813	0.35786802	poor
Y116A8C.4	nep-23	28	-2.785102115	106	long	82.5	120.5	204	14	190	105.5357143	96.93681043	36.78555825	0.393274854	poor
Y56A3A.3	mif-1	932	2.271729107	66	short	36	102	231	5	226	72.93776824	60.50002272	42.73709918	0.6	moderate
D1025.6	nspc-16	4066	4.396937463	58	short	45	72	231	6	225	61.64240039	57.24577754	25.21355932	0.56	moderate
F23F1.10	WP:CE36433	353	0.871067336	43	short	34	71	231	13	218	57.41076487	48.77575925	38.33169086	0.414893617	moderate
E03H4.8	WP:CE09135	137	-0.494424954	86	medium	59.5	125	231	16	215	95.27007299	81.62999156	51.18600739	0.43220339	moderate
ZC302.3	WP:CE45399	34	-2.504994196	77.5	medium	63	123	231	18	213	94.64705882	80.36434819	54.04838919	0.27340824	poor
Y56A3A.1	ntl-3	258	0.418770218	97	long	64	124.5	231	8	223	97.01162791	85.13406081	43.74250612	0.470306991	moderate
C49F5.7	WP:CE31455	1727	3.16159533	63	short	37	91	231	8	223	69.23566879	58.90095064	38.79749425	0.341176471	poor
Y49E10.23	cccp-1	275	0.510830771	75	medium	50	108	231	12	219	83.35636364	71.884586	43.85086612	0.312464405	poor
Y49E10.22	pstk-1	55	-1.811097324	57	short	41.5	82.5	231	14	217	74.12727273	61.03306337	52.07863095	0.292	poor
Y49E10.21	WP:CE45376	74	-1.383003672	96.5	long	73.5	121	231	31	200	101.9864865	93.03202364	43.69071063	0.282233383	poor
Y49E10.20	scav-3	452	1.227721925	100	long	66	131	231	6	225	101.9314159	88.73726537	48.94522118	0.352941176	poor
W03G9.1	snf-1	561	1.539399923	83	medium	56	116	231	9	222	87.96078431	77.35834278	41.58493525	0.425605536	moderate
Y49E10.29	WP:CE40725	15	-3.685566442	96	long	82	134	176	54	122	104.8	99.07817607	35.26131024	0.45323741	moderate
ZC190.7	WP:CE28156	11	-4.133025419	67	short	53	90.5	150	13	137	74	63.61541216	35.53231564	0.5	moderate
R07G3.8	WP:CE02027	447	1.211673984	91	medium	59	121	231	5	226	91.10067114	81.42260209	39.29981328	0.230529595	poor
R07G3.9	oig-4	47	-2.037868186	84	medium	51.5	138.5	231	24	207	97.74468085	80.86058075	58.73143639	0.308724832	poor
Y56A3A.5	faah-5	12	-4.007494537	90.5	medium	60.5	122	134	20	114	87.41666667	75.95475716	37.09101044	0.419047619	moderate
R07G3.2	lips-17	257	0.413167512	80	medium	57	118.5	231	8	223	92.99610895	77.7754992	54.62055157	0.349264706	poor
R07G3.3	npp-21	706	1.871067336	84	medium	60	112	231	8	223	87.99291785	78.75759711	38.51843613	0.37465775	poor
R07G3.1	cdc-42	126	-0.615177114	85	medium	51	114	231	17	214	86.00793651	75.46969616	40.78661001	0.465240642	moderate
R07G3.6	osm-8	88	-1.133025419	82.5	medium	63.5	110	181	13	168	86.77272727	79.25195784	33.63092708	0.332179931	poor
R07G3.7	WP:CE36005	580	1.587452053	87	medium	64	108	231	11	220	87.16206897	80.02804964	33.03103988	0.311646244	poor
B0213.17	nlp-34	528	1.451937082	70	short	39	100	231	13	218	76.19886364	64.28747265	43.86670839	0.814814815	good
R07G3.5	pgam-5	893	2.210059328	75	medium	48	102.5	231	8	223	78.46024636	68.88515072	38.31556715	0.455882353	moderate
T26H10.1	des-2	138	-0.48393258	92	medium	64.5	128	231	9	222	97.26811594	83.62084675	47.6217798	0.337155298	poor
C41D7.2	ptr-3	94	-1.037868186	112.5	long	79.5	146.5	231	12	219	113.4042553	98.77507379	49.69959098	0.375143843	poor
F52F10.4	oac-32	105	-0.87821152	105	long	75	138	231	23	208	107.5714286	97.28662824	44.70812372	0.383915023	poor
F14F8.8	WP:CE18592	40	-2.270528942	47	short	33	75	179	15	164	54.475	47.14274027	31.12714852	0.484375	moderate
F41E7.2	WP:CE30532	40	-2.270528942	69	short	33.5	100.5	169	19	150	72.475	60.97668022	39.88231908	0.389513109	poor
F41E7.3	npr-6	22	-3.133025419	96.5	long	63.5	138	231	41	190	105.5909091	93.1462001	52.87950204	0.402666667	moderate
F47B8.8	WP:CE10646	491	1.347122177	77	medium	47	106.5	231	12	219	79.29735234	68.45417158	40.93934181	0.305	poor
F41E7.7	WP:CE44213	74	-1.383003672	34	short	31	56	163	28	135	49.68918919	43.70463865	30.22301149	0.377372001	poor
T22D1.18	WP:CE49279	86	-1.166192283	90	medium	68	117	182	17	165	91.25581395	83.02549867	35.1154859	0.257575758	poor
F41E7.5	fipr-21	16185	6.389912708	75	medium	54	99	231	5	226	79.45393883	71.11189449	36.55032452	0.745454545	good
T22D1.17	WP:CE44751	35	-2.46317402	88	medium	53.5	117.5	226	26	200	90.42857143	78.21958137	48.22523685	0.281565147	poor
F41E7.8	cnc-8	2766	3.841128404	89	medium	64	109	231	9	222	87.67064353	80.49206744	33.16781187	0.492537313	moderate
T22D1.12	npr-12	69	-1.48393258	78	medium	53	111	212	15	197	82.91304348	69.05949652	46.24908589	0.320810811	poor
T22D1.10	ruvb-2	1542	2.998130013	65	short	48	90	231	5	226	71.74773022	64.30443645	33.44151899	0.436781609	moderate
T22D1.11	WP:CE17255	43	-2.166192283	103	long	54	145	231	17	214	107.5116279	90.58550888	57.62201295	0.307692308	poor
R10E8.3	WP:CE18911	26	-2.892017319	81.5	medium	59	121.5	160	24	136	88.38461538	80.60388794	35.804036	0.392857143	poor
H23L24.3	ttll-11	24	-3.007494537	100.5	long	35	158	231	17	214	108.5	80.10364385	71.73852986	0.301366102	poor
R10E8.1	WP:CE35603	148	-0.383003672	128.5	long	95.5	148.5	231	15	216	120.5675676	106.7565983	48.87742006	0.407284768	moderate
R10E8.6	WP:CE48110	24	-3.007494537	81.5	medium	38	148.5	219	13	206	94.125	72.69012721	58.48098872	0.371571072	poor
R10E8.8	WP:CE31980	144	-0.422532036	105	long	66	160	231	8	223	117.1736111	97.93928128	63.7609827	0.291666667	poor
Y69F12A.1	WP:CE24572	55	-1.811097324	67	short	47.5	85	179	18	161	73.45454545	65.29886409	36.9652506	0.386740331	poor
Y69F12A.2	alh-12	2014	3.383390931	67	short	40	94	231	6	225	71.30585899	61.1988852	38.77290841	0.446815718	moderate
W10C4.1	WP:CE39426	24	-3.007494537	78.5	medium	40	106.5	137	19	118	75.375	63.93099173	37.9548114	0.375	poor
VW02B12L.4	adbp-1	378	0.969785387	60	short	39.5	89	231	13	218	69.5	59.21603974	40.15224005	0.380952381	poor
F11H8.2	lgc-38	18	-3.422532036	102.5	long	82	123	169	17	152	97.11111111	82.59213848	43.380601	0.271689498	poor
VW02B12L.2	WP:CE18981	19	-3.344529524	90	medium	62	153	229	17	212	110.7894737	91.43435402	62.89387799	0.406779661	moderate
VW02B12L.3	ebp-2	909	2.235679447	67	short	43	99	231	9	222	74.7029703	63.85611693	41.48645917	0.529411765	moderate
VW02B12L.1	vha-6	3329	4.108416118	59	short	39	84	231	5	226	64.00540703	57.3888629	29.46946479	0.575275398	moderate
R07B7.11	gana-1	906	2.230910203	76	medium	51	102	231	11	220	79.45474614	70.48441051	37.05080702	0.345882353	poor
C49A1.10	WP:CE39236	171	-0.174604522	68	short	44.5	96.5	231	15	216	76.76023392	64.06658876	49.64229766	0.410891089	moderate
R07B7.13	nhr-206	56	-1.785102115	102.5	long	76.5	141	231	9	222	108.3571429	94.70602829	47.77978823	0.263633147	poor
R07B7.12	WP:CE06274	15	-3.685566442	80	medium	61	106	151	34	117	83.33333333	77.74095248	30.03257491	0.291777188	poor
R07B7.15	nhr-208	17	-3.504994196	168	long	62	192	231	29	202	139.2352941	116.688802	69.71077173	0.26835443	poor
F32E10.6	cec-5	1673	3.115764693	61	short	44	88	231	5	226	68.24506874	60.54125083	33.30458184	0.5	moderate
F32E10.5	WP:CE04478	142	-0.442709918	100	long	62	128	231	13	218	102.1267606	88.54415325	51.09475582	0.364503817	poor
F32E10.4	ima-3	3390	4.134612521	63	short	40	91	231	5	226	68.32566372	59.44413982	34.39410008	0.46184739	moderate
F32E10.3	clec-180	1017	2.397646927	88	medium	63	117	231	14	217	92.74729597	83.02181514	41.63995669	0.355670797	poor
F32E10.2	cec-4	448	1.214897885	64.5	short	42	100.5	231	8	223	74.49107143	63.88671022	41.01779787	0.381679389	poor
F32E10.1	nol-10	209	0.114902095	81	medium	50	110	231	6	225	83.92344498	72.63320918	41.58456969	0.382271468	poor
C01G5.25	WP:CE48874	42	-2.200139614	95.5	long	65	106.5	143	26	117	86.04761905	78.9770768	30.76481632	0.275362319	poor
K11G12.7	acr-3	39	-2.307054818	73	medium	48.5	112.5	224	18	206	84.28205128	71.09336991	46.42664394	0.312227074	poor
C36E8.4	WP:CE31439	93	-1.053298226	86	medium	57	111	151	16	135	82.84946237	72.64475166	36.79789213	0.287054409	poor
C36E8.5	tbb-2	16829	6.446204795	59	short	40	82	231	5	226	63.51963872	56.74103236	29.84394689	0.737704918	good
C36E8.2	glb-11	200	0.051399153	95.5	long	63	123	231	6	225	93.615	81.72508505	42.26969097	0.36	poor
C36E8.3	pxd-1	245	0.344180902	96	long	66	128.5	231	9	222	100.2857143	87.34870102	47.85982935	0.352083333	poor
F32E10.9	WP:CE37641	100	-0.948600847	91	medium	71.5	122	231	15	216	99.16	91.17342308	40.08933025	0.425806452	moderate
C36E8.1	WP:CE00909	2993	3.954919526	96	long	67	126	231	6	225	98.02205145	87.75486461	42.3219114	0.334935897	poor
Y38C9A.1	WP:CE31104	579	1.584962501	102	long	70	130	231	9	222	102.7806563	91.63606003	44.26078986	0.413240418	moderate
F32A11.1	WP:CE17737	737	1.933063772	75	medium	51	108	231	8	223	81.65400271	71.7017258	40.12918033	0.466453674	moderate
F40B1.1	bath-13	44	-2.133025419	95	long	58	124	210	18	192	95.79545455	83.24624522	46.23437306	0.420689655	moderate
C47B2.1	fbxa-140	53	-1.864536583	92	medium	78.5	110.5	141	19	122	90.66037736	84.94307933	27.67530293	0.365994236	poor
F47F2.1	WP:CE37114	489	1.341233618	93	medium	57	122.5	231	10	221	92.40695297	79.01157347	44.86790465	0.368671403	poor
T27A8.1	cpd-2	90	-1.100603941	64	short	44.5	88	150	9	141	69.18888889	61.22818882	32.46122283	0.410638298	moderate
F38A5.14	nspb-1	326	0.756271117	63	short	36.5	89	231	16	215	66.27300614	57.33081933	34.54474747	0.443037975	moderate
F38A5.12	nspb-2	103	-0.90595651	60	short	34.5	88	198	7	191	63.52427184	53.96103326	34.45690841	0.455696203	moderate
F38A5.13	dnj-11	1785	3.209251322	65	short	46	89	231	11	220	68.82577031	61.6525804	31.00816568	0.430823117	moderate
F38A5.10	nspb-4	105	-0.87821152	49	short	31	73	167	18	149	53.14285714	46.64835517	27.79531601	0.455696203	moderate
F38A5.11	irld-7	10	-4.270528942	92.5	medium	89	99.5	117	52	65	89.5	87.07680509	19.15854901	0.348909657	poor
Y67D8A.3	dmd-9	38	-2.344529524	83	medium	60	115.5	170	35	135	91.05263158	83.46381662	37.23675842	0.50617284	moderate
Y67D8A.2	WP:CE48986	310	0.683667368	83	medium	56	115	230	6	224	86.18064516	75.65415919	40.70911303	0.404074135	moderate
Y66D12A.19	WP:CE44288	52	-1.892017319	63.5	short	38.5	93	231	21	210	70.38461538	60.16447415	41.92491175	0.469387755	moderate
Y66D12A.16	WP:CE50182	295	0.612114107	75	medium	53	95.5	229	13	216	77.78644068	70.56899304	34.62102554	0.401792494	moderate
Y66D12A.17	such-1	89	-1.116723606	103	long	66	133.5	231	15	216	102.6629213	90.98450163	47.75497946	0.387862797	poor
Y66D12A.15	xpb-1	157	-0.297836288	73	medium	50	102	218	17	201	77.36942675	69.46955723	34.89078257	0.422774869	moderate
Y66D12A.12	ztf-29	64	-1.592457037	118	long	89	141.5	231	23	208	118.734375	110.4680506	40.5259339	0.493939394	moderate
